SRC_ADD,DES_ADD,PKT_ID,FROM_NODE,TO_NODE,PKT_TYPE,PKT_SIZE,FID,SEQ_NUMBER,NUMBER_OF_PKT,NUMBER_OF_BYTE,NODE_NAME_FROM,NODE_NAME_TO,PKT_IN,PKT_OUT,PKT_R,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,UTILIZATION,PKT_DELAY,PKT_SEND_TIME,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,PKT_CLASS
8,24.8,478063,23,24,tcp,1540,9,13555,16088,24775500,Router,server1,42.317742,42.319069,42.329192,0.001327,328.11323,505294,1540,0.236278,0.0016,42.297222,42.329192,1,50.031854,Normal
7,24.7,229456,21,23,tcp,1540,8,7152,16090,24778600,Switch1,Router,22.828461,22.828461,22.838584,0,328.167486,505378,1540,0.236307,0,22.818338,22.848707,1,50.029842,Normal
11,24.11,143361,23,24,tcp,1540,12,4481,16103,24798600,Router,server1,14.732125,14.732125,14.742248,0,328.522879,505925,1540,0.236498,0,14.711878,14.742248,1,50.016373,Normal
24.14,14,280925,22,14,ack,55,15,8587,16103,885665,Switch2,clien-14,27.195978,27.195978,27.205981,0,328.432001,18063.8,55,0.008446,0,27.175971,27.205981,1.030038,50.059974,Normal
24.5,5,517208,21,5,ack,55,6,14535,16091,885005,Switch1,clien-5,45.320447,45.320447,45.33045,0,328.204851,18051.3,55,0.00844,0,45.30044,45.33045,1.030042,50.057349,Normal
11,24.11,38220,22,23,tcp,1540,12,1197,16103,24798600,Switch2,Router,4.818458,4.818458,4.828581,0,328.522879,505925,1540,0.236498,0,4.808334,4.838704,1,50.016373,Normal
15,24.15,391628,15,22,tcp,1540,16,11388,16092,24781700,clien-15,Switch2,35.666585,35.666585,35.676708,0,328.205808,505437,1540,0.236337,0.000807,35.666585,35.697762,1,50.030211,Normal
14,24.14,118563,22,23,tcp,1540,15,3705,16103,24798600,Switch2,Router,12.390374,12.390374,12.400498,0,328.431807,505785,1540,0.236498,0,12.380251,12.410621,1,50.029965,Normal
24.11,11,548507,24,23,ack,55,12,15336,16103,885665,server1,Router,47.700781,47.700781,47.710784,0,328.522947,18068.8,55,0.008446,0,47.700781,47.73079,1.030019,50.046382,Normal
10.1,24.3,466142,10,22,cbr,1000,31,2048,6250,6250000,clien-10,Switch2,41.384,41.384,41.39408,0,124.944225,124944,1000,0.059605,0.000163,41.384,41.414403,25,75.02232,Normal
0.1,24.2,263831,21,23,cbr,1000,21,108,6250,6250000,Switch1,Router,25.87408,25.874131,25.884211,0.000051,124.944425,124944,1000,0.059605,0.000174,25.864,25.894414,25,75.02224,Normal
4,24.4,84061,23,24,tcp,1540,5,2630,16091,24780100,Router,server1,9.14692,9.14692,9.157043,0,328.217832,505455,1540,0.236321,0,9.126674,9.157043,1,50.025368,Normal
24.7,7,92107,23,21,ack,55,8,2869,16090,884950,Router,Switch1,9.894307,9.894307,9.90431,0,328.167767,18049.2,55,0.00844,0,9.884304,9.914314,1.030051,50.059851,Normal
17.1,24.37,613223,17,22,cbr,1000,38,4841,6250,6250000,clien-17,Switch2,63.728,63.728,63.73808,0,124.941427,124941,1000,0.059605,0.0012,63.728,63.75944,25,75.02344,Normal
2,24.2,538566,21,23,tcp,1540,3,15084,16091,24780100,Switch1,Router,46.94857,46.94857,46.958693,0,328.26404,505526,1540,0.236321,0.000123,46.938447,46.968939,1,50.018467,Normal
8.1,24.28,608518,23,24,cbr,1000,29,4608,6250,6250000,Router,server1,61.8848,61.88544,61.89552,0.00064,124.941228,124941,1000,0.059605,0.00128,61.864,61.89552,25,75.02352,Normal
10.1,24.3,608240,23,24,cbr,1000,31,4594,6250,6250000,Router,server1,61.77216,61.77224,61.78232,0.00008,124.944225,124944,1000,0.059605,0.00008,61.752,61.78232,25,75.02232,Normal
0.1,24.2,575557,23,24,cbr,1000,21,3097,6250,6250000,Router,server1,49.796219,49.796342,49.806422,0.000123,124.944425,124944,1000,0.059605,0.000182,49.776,49.806422,25,75.02224,Normal
3,24.3,196863,3,21,tcp,1540,4,6145,16091,24780100,clien-3,Switch1,19.750748,19.750748,19.760872,0,328.240918,505490,1540,0.236321,0,19.750748,19.781118,1,50.02192,Normal
10.2,24.52,62875,23,24,cbr,1500,31,2286,8655,12982500,router,server1,59.712577,59.713177,59.723297,0.0006,962.684973,1444030,1500,0.123811,0.03144,59.691857,59.723297,1,9.99048,UDP-Flood
24.13,13,168747,23,22,ack,55,14,5252,16103,885665,Router,Switch2,17.110762,17.110762,17.120765,0,328.460278,18065.3,55,0.008446,0,17.100759,17.130768,1.030032,50.055747,Normal
7,24.7,31122,21,23,ping,65535,0,-1,210,13762400,switch1,router,30.015243,30.0467,30.061942,0.031457,23.055028,1510920,65535.2,0.131248,0.108642,30,30.108642,0,9.108642,Smurf
13.2,24.55,50388,22,23,cbr,692,34,1931,9108,6302740,switch2,router,47.96837,47.97149,47.981545,0.00312,1016.443439,703379,692,0.060108,0.037228,47.957714,47.994942,1,9.960656,UDP-Flood
24.8,8,179775,23,21,ack,55,9,5598,16088,884840,Router,Switch1,18.152466,18.152466,18.162469,0,328.113525,18046.2,55,0.008438,0,18.142462,18.172472,1.030054,50.061864,Normal
24.13,13,66851,23,22,ack,55,14,2081,16103,885665,Router,Switch2,7.512661,7.512661,7.522664,0,328.460278,18065.3,55,0.008446,0,7.502658,7.532667,1.030032,50.055747,Normal
15,24.15,241107,23,24,tcp,1540,16,7527,16092,24781700,Router,server1,23.935758,23.935758,23.945882,0,328.205808,505437,1540,0.236337,0,23.915512,23.945882,1,50.030211,Normal
9.1,24.29,351225,21,23,cbr,1000,30,946,6250,6250000,Switch1,Router,32.57808,32.578746,32.588826,0.000666,124.940828,124941,1000,0.059605,0.001429,32.568,32.599669,25,75.02368,Normal
1,24.1,394861,23,24,tcp,1540,2,11467,16091,24780100,Router,server1,35.935435,35.936912,35.947035,0.001477,328.297855,505578,1540,0.236321,0.001477,35.915189,35.947035,1,50.013418,Normal
24.7,7,330773,21,7,ack,55,8,9832,16090,884950,Switch1,clien-7,31.017997,31.017997,31.028001,0,328.167767,18049.2,55,0.00844,0,30.997991,31.028001,1.030051,50.059851,Normal
24.13,13,168880,24,23,ack,55,14,5263,16103,885665,server1,Router,17.117245,17.117245,17.127248,0,328.460278,18065.3,55,0.008446,0,17.117245,17.147254,1.030032,50.055747,Normal
24.12,12,109729,23,22,ack,55,13,3416,16103,885665,Router,Switch2,11.553755,11.553755,11.563758,0,328.491596,18067,55,0.008446,0,11.543752,11.573762,1.030026,50.051067,Normal
12,24.12,471662,22,23,tcp,1540,13,13409,16103,24798600,Switch2,Router,41.817374,41.817374,41.827498,0,328.491489,505876,1540,0.236498,0,41.807251,41.837621,1,50.021057,Normal
12,24.12,124125,23,24,tcp,1540,13,3874,16103,24798600,Router,server1,12.921858,12.921858,12.931981,0,328.491489,505876,1540,0.236498,0,12.901611,12.931981,1,50.021057,Normal
7.1,24.27,534248,21,23,cbr,1000,28,2701,6250,6250000,Switch1,Router,46.61808,46.61861,46.62869,0.00053,124.941627,124942,1000,0.059605,0.001133,46.608,46.639373,25,75.02336,Normal
4,24.4,28710,4,21,tcp,1540,5,899,16091,24780100,clien-4,Switch1,3.912133,3.912133,3.922256,0,328.217832,505455,1540,0.236321,0,3.912133,3.942502,1,50.025368,Normal
6.2,24.48,48751,23,24,cbr,1500,27,1962,9588,14382000,router,server1,46.45072,46.45072,46.46084,0,1066.08599,1599130,1500,0.137157,0.03084,46.43,46.46084,1,9.993646,UDP-Flood
24,0,347843,21,0,ack,55,1,10275,16091,885005,Switch1,clien-0,32.32882,32.32882,32.338823,0,328.316229,18057.4,55,0.00844,0,32.308814,32.338823,1.03001,50.040685,Normal
24.2,2,176646,21,2,ack,55,3,5504,16091,885005,Switch1,clien-2,17.868497,17.868497,17.8785,0,328.26412,18054.5,55,0.00844,0,17.848491,17.8785,1.030022,50.048477,Normal
24.9,9,500780,21,9,ack,55,10,14122,16085,884675,Switch1,clien-9,44.06065,44.06065,44.070653,0,328.064183,18043.5,55,0.008437,0,44.040643,44.070653,1.030058,50.060098,Normal
0.1,24.2,375500,21,23,cbr,1000,21,1179,6250,6250000,Switch1,Router,34.44208,34.442136,34.452216,0.000056,124.944425,124944,1000,0.059605,0.000179,34.432,34.462419,25,75.02224,Normal
14,24.14,213381,14,22,tcp,1540,15,6662,16103,24798600,clien-14,Switch2,21.302698,21.302698,21.312821,0,328.431807,505785,1540,0.236498,0,21.302698,21.333067,1,50.029965,Normal
24.7,7,102331,21,7,ack,55,8,3183,16090,884950,Switch1,clien-7,10.86816,10.86816,10.878163,0,328.167767,18049.2,55,0.00844,0,10.848154,10.878163,1.030051,50.059851,Normal
18.1,24.38,396794,18,22,cbr,1000,39,1383,6250,6250000,clien-18,Switch2,36.064,36.064,36.07408,0,124.941028,124941,1000,0.059605,0.001404,36.064,36.095644,25,75.0236,Normal
24.1,10,511151,24,23,ack,55,11,14399,16103,885665,server1,Router,44.836512,44.836512,44.846515,0,328.561918,18070.9,55,0.008446,0,44.836512,44.866522,1.030013,50.040562,Normal
24,0,478886,21,0,ack,55,1,13577,16091,885005,Switch1,clien-0,42.380575,42.380575,42.390578,0,328.316229,18057.4,55,0.00844,0,42.360568,42.390578,1.03001,50.040685,Normal
12,24.12,505270,22,23,tcp,1540,13,14255,16103,24798600,Switch2,Router,44.394756,44.395126,44.40525,0.00037,328.491489,505876,1540,0.236498,0.001476,44.384633,44.416479,1,50.021057,Normal
24.8,8,423714,23,21,ack,55,9,12182,16088,884840,Router,Switch1,38.139235,38.139235,38.149238,0,328.113525,18046.2,55,0.008438,0,38.129232,38.159242,1.030054,50.061864,Normal
1,24.1,107068,1,21,tcp,1540,2,3350,16091,24780100,clien-1,Switch1,11.296506,11.296506,11.306629,0,328.297855,505578,1540,0.236321,0,11.296506,11.326875,1,50.013418,Normal
3,24.3,283280,21,23,tcp,1540,4,8651,16091,24780100,Switch1,Router,27.364976,27.364976,27.375099,0,328.240918,505490,1540,0.236321,0,27.354853,27.385222,1,50.02192,Normal
5,24.5,296121,23,24,tcp,1540,6,8974,16091,24780100,Router,server1,28.362107,28.362107,28.37223,0,328.204637,505434,1540,0.236321,0,28.341861,28.37223,1,50.027339,Normal
15.2,24.57,40623,22,23,cbr,1500,36,1476,8655,12982500,switch2,router,38.896669,38.897269,38.907389,0.0006,962.684973,1444030,1500,0.123811,0.03192,38.886429,38.918349,1,9.99048,UDP-Flood
24.3,3,64482,24,23,ack,55,4,2005,16091,885005,server1,Router,7.282208,7.282208,7.292211,0,328.241051,18053.3,55,0.00844,0,7.282208,7.312218,1.030029,50.051929,Normal
6.1,24.26,579365,23,24,cbr,1000,27,3160,6250,6250000,Router,server1,50.30064,50.30112,50.3112,0.00048,124.942027,124942,1000,0.059605,0.00096,50.28,50.3112,25,75.0232,Normal
24.9,9,140033,24,23,ack,55,10,4354,16085,884675,server1,Router,14.400674,14.400674,14.410677,0,328.064183,18043.5,55,0.008437,0,14.400674,14.430683,1.030058,50.060098,Normal
12.2,24.54,43708,23,24,cbr,1500,33,1585,8655,12982500,router,server1,41.732217,41.732457,41.742577,0.00024,962.684973,1444030,1500,0.123811,0.03072,41.711857,41.742577,1,9.99048,UDP-Flood
25,20,63812,25,23,ack,576,0,384313,7110,4095360,webcache,router,60.585392,60.609951,60.649167,0.024559,95.145988,54804.1,576,0.039056,0.113037,60.585392,60.698429,1.27255,75.999821,Normal
24.9,9,197105,24,23,ack,55,10,6133,16085,884675,server1,Router,19.774302,19.774302,19.784306,0,328.064183,18043.5,55,0.008437,0,19.774302,19.804312,1.030058,50.060098,Normal
11.1,24.31,635292,22,23,cbr,1000,32,5937,6250,6250000,Switch2,Router,72.50608,72.50616,72.51624,0.00008,124.943825,124944,1000,0.059605,0.00024,72.496,72.52648,25,75.02248,Normal
24.11,11,442652,23,22,ack,55,12,12665,16103,885665,Router,Switch2,39.591621,39.591621,39.601624,0,328.522947,18068.8,55,0.008446,0,39.581618,39.611627,1.030019,50.046382,Normal
3.1,24.23,384591,21,23,cbr,1000,24,1266,6250,6250000,Switch1,Router,35.13808,35.138253,35.148333,0.000173,124.943226,124943,1000,0.059605,0.000457,35.128,35.158697,25,75.02272,Normal
12.1,24.32,348613,12,22,cbr,1000,33,921,6250,6250000,clien-12,Switch2,32.368,32.368,32.37808,0,124.943426,124943,1000,0.059605,0.00033,32.368,32.39857,25,75.02264,Normal
16.1,24.36,263236,22,23,cbr,1000,37,102,6250,6250000,Switch2,Router,25.82608,25.82656,25.83664,0.00048,124.941827,124942,1000,0.059605,0.001037,25.816,25.847277,25,75.02328,Normal
10,24.1,285827,23,24,tcp,1540,11,8725,16103,24798600,Router,server1,27.572123,27.572123,27.582246,0,328.561898,505985,1540,0.236498,0,27.551877,27.582246,1,50.010552,Normal
15,24.15,186453,22,23,tcp,1540,16,5822,16092,24781700,Switch2,Router,18.77993,18.77993,18.790053,0,328.205808,505437,1540,0.236337,0.000045,18.769807,18.800221,1,50.030211,Normal
4.2,24.46,67471,4,21,cbr,192,25,2854,10050,1929600,client-4,switch1,64.025714,64.026194,64.03621,0.00048,1118.27935,214710,192,0.018402,0.109637,64.025714,64.135351,1,9.987021,UDP-Flood
12,24.12,127990,22,23,tcp,1540,13,3998,16103,24798600,Switch2,Router,13.275118,13.275118,13.285242,0,328.491489,505876,1540,0.236498,0,13.264995,13.295365,1,50.021057,Normal
24.8,8,170790,24,23,ack,55,9,5317,16088,884840,server1,Router,17.296904,17.296904,17.306907,0,328.113525,18046.2,55,0.008438,0,17.296904,17.326914,1.030054,50.061864,Normal
24.2,2,539332,21,2,ack,55,3,15097,16091,885005,Switch1,clien-2,47.017826,47.017826,47.027829,0,328.26412,18054.5,55,0.00844,0,46.997819,47.027829,1.030022,50.048477,Normal
24.12,12,122549,24,23,ack,55,13,3819,16103,885665,server1,Router,12.752198,12.752198,12.762202,0,328.491596,18067,55,0.008446,0,12.752198,12.782208,1.030026,50.051067,Normal
24.3,3,158703,21,3,ack,55,4,4945,16091,885005,Switch1,clien-3,16.178249,16.178249,16.188252,0,328.241051,18053.3,55,0.00844,0,16.158243,16.188252,1.030029,50.051929,Normal
8.1,24.28,631357,8,21,cbr,1000,29,5742,6250,6250000,clien-8,Switch1,70.936,70.936,70.94608,0,124.941228,124941,1000,0.059605,0.00128,70.936,70.96752,25,75.02352,Normal
15,24.15,209671,22,23,tcp,1540,16,6545,16092,24781700,Switch2,Router,20.966479,20.966479,20.976603,0,328.205808,505437,1540,0.236337,0,20.956356,20.986726,1,50.030211,Normal
6,24.6,223204,23,24,tcp,1540,7,6963,16091,24780100,Router,server1,22.249132,22.249132,22.259256,0,328.192835,505416,1540,0.236321,0,22.228886,22.259256,1,50.029102,Normal
14,24.14,113331,14,22,tcp,1540,15,3542,16103,24798600,clien-14,Switch2,11.883419,11.883419,11.893542,0,328.431807,505785,1540,0.236498,0,11.883419,11.913789,1,50.029965,Normal
10,24.1,201643,23,24,tcp,1540,11,6295,16103,24798600,Router,server1,20.221827,20.221827,20.23195,0,328.561898,505985,1540,0.236498,0,20.201581,20.23195,1,50.010552,Normal
24.11,11,402540,22,11,ack,55,12,11658,16103,885665,Switch2,clien-11,36.524013,36.524013,36.534017,0,328.522947,18068.8,55,0.008446,0,36.504007,36.534017,1.030019,50.046382,Normal
15,24.15,249310,15,22,tcp,1540,16,7771,16092,24781700,clien-15,Switch2,24.684179,24.684179,24.694302,0,328.205808,505437,1540,0.236337,0,24.684179,24.714549,1,50.030211,Normal
7.2,24.49,25789,21,23,cbr,692,28,1039,9588,6634900,switch1,router,25.023415,25.063203,25.073259,0.039788,1066.08599,737732,692,0.063275,0.122687,25.013,25.135687,1,9.993646,UDP-Flood
12,24.12,573526,22,23,tcp,1540,13,15971,16103,24798600,Switch2,Router,49.628946,49.628946,49.639069,0,328.491489,505876,1540,0.236498,0.000641,49.618823,49.649834,1,50.021057,Normal
12,24.12,334070,23,24,tcp,1540,13,9941,16103,24798600,Router,server1,31.270131,31.271731,31.281854,0.0016,328.491489,505876,1540,0.236498,0.0016,31.249885,31.281854,1,50.021057,Normal
24.1,10,42544,23,22,ack,55,11,1323,16103,885665,Router,Switch2,5.224658,5.224658,5.234661,0,328.561918,18070.9,55,0.008446,0,5.214654,5.244664,1.030013,50.040562,Normal
24.15,15,520619,24,23,ack,55,16,14630,16092,885060,server1,Router,45.561168,45.561168,45.571171,0,328.206042,18051.3,55,0.008441,0,45.561168,45.591178,1.030045,50.060221,Normal
13,24.13,106888,23,24,tcp,1540,14,3339,16103,24798600,Router,server1,11.295931,11.296054,11.306178,0.000123,328.460131,505828,1540,0.236498,0.000123,11.275685,11.306178,1,50.025737,Normal
24.13,13,501828,23,22,ack,55,14,14157,16103,885665,Router,Switch2,44.130546,44.130546,44.140549,0,328.460278,18065.3,55,0.008446,0,44.120542,44.150552,1.030032,50.055747,Normal
14,24.14,515375,14,22,tcp,1540,15,14504,16103,24798600,clien-14,Switch2,45.160027,45.16008,45.170203,0.000053,328.431807,505785,1540,0.236498,0.001601,45.160027,45.191997,1,50.029965,Normal
9.1,24.29,324014,9,21,cbr,1000,30,685,6250,6250000,clien-9,Switch1,30.48,30.48,30.49008,0,124.940828,124941,1000,0.059605,0.001542,30.48,30.511782,25,75.02368,Normal
5.1,24.25,618548,23,24,cbr,1000,26,5107,6250,6250000,Router,server1,65.87656,65.87696,65.88704,0.0004,124.942427,124942,1000,0.059605,0.0008,65.856,65.88704,25,75.02304,Normal
2.1,24.22,376338,21,23,cbr,1000,23,1187,6250,6250000,Switch1,Router,34.50608,34.506246,34.516326,0.000166,124.943625,124944,1000,0.059605,0.00045,34.496,34.52669,25,75.02256,Normal
24.13,13,337697,22,13,ack,55,14,10015,16103,885665,Switch2,clien-13,31.549782,31.549782,31.559786,0,328.460278,18065.3,55,0.008446,0,31.529776,31.559786,1.030032,50.055747,Normal
0,24,286863,21,23,tcp,1540,1,8749,16091,24780100,Switch1,Router,27.64159,27.64159,27.651714,0,328.316229,505606,1540,0.236321,0,27.631467,27.661837,1,50.010675,Normal
2,24.2,563207,2,21,tcp,1540,3,15705,16091,24780100,clien-2,Switch1,48.827384,48.827384,48.837507,0,328.26404,505526,1540,0.236321,0.00054,48.827384,48.858293,1,50.018467,Normal
24.3,3,577478,24,23,ack,55,4,16051,16091,885005,server1,Router,49.921992,49.921992,49.931995,0,328.241051,18053.3,55,0.00844,0,49.921992,49.952002,1.030029,50.051929,Normal
11.1,24.31,631059,23,24,cbr,1000,32,5727,6250,6250000,Router,server1,70.83624,70.8364,70.84648,0.00016,124.943825,124944,1000,0.059605,0.00024,70.816,70.84648,25,75.02248,Normal
11,24.11,463973,11,22,tcp,1540,12,13218,16103,24798600,clien-11,Switch2,41.216546,41.216546,41.226669,0,328.522879,505925,1540,0.236498,0.001599,41.216546,41.248515,1,50.016373,Normal
15.1,24.35,460208,23,24,cbr,1000,36,1991,6250,6250000,Router,server1,40.948573,40.949096,40.959176,0.000523,124.942227,124942,1000,0.059605,0.000936,40.928,40.959176,25,75.02312,Normal
8,24.8,247450,8,21,tcp,1540,9,7712,16088,24775500,clien-8,Switch1,24.511542,24.511542,24.521666,0,328.11323,505294,1540,0.236278,0,24.511542,24.541912,1,50.031854,Normal
24.7,7,506985,23,21,ack,55,8,14276,16090,884950,Router,Switch1,44.527749,44.527749,44.537752,0,328.167767,18049.2,55,0.00844,0,44.517746,44.547755,1.030051,50.059851,Normal
18.2,24.6,38078,23,24,cbr,1192,39,1384,8655,10316800,router,server1,36.468707,36.469883,36.479978,0.001176,962.684973,1147520,1192,0.098389,0.033692,36.446286,36.479978,1,9.99048,UDP-Flood
6,24.6,59970,6,21,tcp,2532,0,-1,210,531720,client-6,switch1,57,57,57.015243,0,23.0816,58442.61189,2532,0.005071,0.098156,57,57.098156,0,9.098156,HTTP-FLOOD
24.3,3,367011,24,23,ack,55,4,10752,16091,885005,server1,Router,33.779496,33.779496,33.789499,0,328.241051,18053.3,55,0.00844,0,33.779496,33.809506,1.030029,50.051929,Normal
12,24.12,28001,23,24,tcp,1540,13,877,16103,24798600,Router,server1,3.865594,3.865594,3.875717,0,328.491489,505876,1540,0.236498,0,3.845347,3.875717,1,50.021057,Normal
24.11,11,318088,22,11,ack,55,12,9530,16103,885665,Switch2,clien-11,30.044701,30.044701,30.054705,0,328.522947,18068.8,55,0.008446,0,30.024695,30.054705,1.030019,50.046382,Normal
24.1,1,476225,24,23,ack,55,2,13507,16091,885005,server1,Router,42.157003,42.157003,42.167006,0,328.297902,18056.4,55,0.00844,0,42.157003,42.187013,1.030016,50.043427,Normal
24.4,4,275105,24,23,ack,55,5,8441,16091,885005,server1,Router,26.728072,26.728072,26.738075,0,328.218006,18052,55,0.00844,0,26.728072,26.758082,1.030035,50.055377,Smurf
24.11,11,230255,23,22,ack,55,12,7179,16103,885665,Router,Switch2,22.90295,22.90295,22.912954,0,328.522947,18068.8,55,0.008446,0,22.892947,22.922957,1.030019,50.046382,Normal
24,0,368532,24,23,ack,55,1,10797,16091,885005,server1,Router,33.896557,33.896557,33.90656,0,328.316229,18057.4,55,0.00844,0,33.896557,33.926566,1.03001,50.040685,Normal
24.12,12,91797,23,22,ack,55,13,2862,16103,885665,Router,Switch2,9.864739,9.864739,9.874742,0,328.491596,18067,55,0.008446,0,9.854736,9.884746,1.030026,50.051067,Normal
0,24,526589,23,24,tcp,1540,1,14783,16091,24780100,Router,server1,46.039846,46.03997,46.050093,0.000124,328.316229,505606,1540,0.236321,0.000124,46.0196,46.050093,1,50.010675,Normal
7,24.7,332302,23,24,tcp,1540,8,9885,16090,24778600,Router,server1,31.134904,31.13632,31.146443,0.001416,328.167486,505378,1540,0.236307,0.001603,31.11447,31.146443,1,50.029842,Normal
7.1,24.27,446952,7,21,cbr,1000,28,1864,6250,6250000,clien-7,Switch1,39.912,39.912,39.92208,0,124.941627,124942,1000,0.059605,0.001155,39.912,39.943395,25,75.02336,Normal
6,24.6,387456,21,23,tcp,1540,7,11276,16091,24780100,Switch1,Router,35.35671,35.35671,35.366833,0,328.192835,505416,1540,0.236321,0.000807,35.346586,35.377763,1,50.029102,Normal
5,24.5,401354,5,21,tcp,1540,6,11629,16091,24780100,clien-5,Switch1,36.414352,36.414352,36.424475,0,328.204637,505434,1540,0.236321,0,36.414352,36.444722,1,50.027339,Normal
14,24.14,488761,14,22,tcp,1540,15,13831,16103,24798600,clien-14,Switch2,43.119957,43.119957,43.13008,0,328.431807,505785,1540,0.236498,0.00008,43.119957,43.150406,1,50.029965,Normal
3,24.3,3018,23,24,tcp,1540,4,100,16091,24780100,Router,server1,1.514008,1.514008,1.524131,0,328.240918,505490,1540,0.236321,0,1.493762,1.524131,1,50.02192,Normal
5.1,24.25,591313,21,23,cbr,1000,26,3754,6250,6250000,Switch1,Router,55.04208,55.04248,55.05256,0.0004,124.942427,124942,1000,0.059605,0.0008,55.032,55.06304,25,75.02304,Normal
1,24.1,334567,21,23,tcp,1540,2,9949,16091,24780100,Switch1,Router,31.298359,31.298913,31.309036,0.000554,328.297855,505578,1540,0.236321,0.001477,31.288236,31.320082,1,50.013418,Normal
18.2,24.6,38892,23,24,cbr,1500,39,1413,8655,12982500,router,server1,37.238897,37.240048,37.250168,0.001151,962.684973,1444030,1500,0.123811,0.033311,37.216857,37.250168,1,9.99048,UDP-Flood
1.1,24.21,638203,1,21,cbr,1000,22,6082,6250,6250000,clien-1,Switch1,73.656,73.656,73.66608,0,124.944025,124944,1000,0.059605,0.00016,73.656,73.6864,25,75.0224,Normal
